ord,date_from,date_to,release,days,contributions,pushes,issue_evs,pr_evs,pr_reviews,comment_evs,contributors,committers,issuers,pr_creators,pr_reviewers,commenters,contributing_coms,committing_coms,issuers_coms,pr_creating_coms,pr_reviewing_coms,commenting_coms,contributions_per_day,pushes_per_day,issue_evs_per_day,pr_evs_per_day,pr_reviews_per_day,comment_evs_per_day,top_contributors,top_contributors_coms,n_top_contributing_coms,top_contributions,top_contributions_perc,top_committers,top_committers_coms,n_top_committing_coms,top_commits,top_commits_perc,top_issuers,top_issuers_coms,n_top_issuers_coms,top_issues,top_issues_perc,top_pr_creators,top_pr_creators_coms,n_top_pr_creators_coms,top_prs,top_prs_perc,top_reviewers,top_reviewers_coms,n_top_reviewers_coms,top_reviews,top_reviews_perc,top_commenters,top_commenters_coms,n_top_commenters_coms,top_comments,top_comments_perc
1,2014-01-06T00:00:00Z,2016-05-09T00:00:00Z,Before joining CNCF,854,12395,5831,2158,4406,5777,11986,570,15,337,351,132,543,178,11,93,152,71,157,14.514051522248243,6.827868852459017,2.5269320843091334,5.159250585480094,6.76463700234192,14.035128805620609,"juliusv,fabxc,beorn7,brian-brazil,grobie,stuartnelson3,SuperQ,brian-brazil,juliusv,discordianfish","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Boxever,Prometheus Consulting,imgix",7,10049,81.0730133118192820,"fabxc,juliusv,beorn7,grobie,brian-brazil,stuartnelson3,SuperQ,brian-brazil,juliusv,discordianfish","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Boxever,Prometheus Consulting,imgix",7,5436,93.2258617732807409,"juliusv,brian-brazil,beorn7,grobie,fabxc,RichiH,stuartnelson3,brian-brazil,SuperQ,discordianfish","SoundCloud,Robust Perception,groom gbr,Debian,Boxever,Robert Koch-institut,imgix",7,1249,57.8776645041705283,"juliusv,fabxc,beorn7,brian-brazil,grobie,brian-brazil,stuartnelson3,SuperQ,juliusv,discordianfish","SoundCloud,Robust Perception,groom gbr,Boxever,Robert Koch-institut,Prometheus Consulting,imgix",7,3392,76.9859282796187018,"juliusv,brian-brazil,fabxc,beorn7,brian-brazil,grobie,juliusv,stuartnelson3,jimmidyson,sdurrheimer","SoundCloud,Robust Perception,Boxever,groom gbr,Prometheus Consulting,Red Hat,Netapsys Grand",7,5041,87.2598234377704691,"juliusv,brian-brazil,fabxc,beorn7,grobie,brian-brazil,juliusv,matthiasr,SuperQ,stuartnelson3","SoundCloud,Robust Perception,groom gbr,Boxever,Prometheus Consulting,Robert Koch-institut",6,8655,72.2092441181378275
2,2016-05-09T00:00:00Z,2018-04-12T00:00:00Z,Since joining CNCF,703,20472,6226,6660,7586,9301,28857,2353,22,1669,1019,378,2631,380,13,220,307,146,365,29.120910384068278,8.856330014224751,9.473684210526315,10.790896159317212,13.230440967283073,41.04836415362731,"brian-brazil,fabxc,grobie,beorn7,juliusv,SuperQ,stuartnelson3,SuperQ,sdurrheimer,Gouthamve","Robust Perception,Red Hat,SoundCloud,Prometheus Consulting,Robert Koch-institut,DigitalOcean,IPB,Netapsys Grand,Independent",9,12691,61.9919890582258695,"brian-brazil,fabxc,grobie,beorn7,juliusv,SuperQ,SuperQ,stuartnelson3,stuartnelson3,sdurrheimer","Robust Perception,Red Hat,SoundCloud,Prometheus Consulting,Robert Koch-institut,IPB,DigitalOcean,Netapsys Grand",8,5646,90.6842274333440411,"brian-brazil,beorn7,grobie,fabxc,juliusv,Gouthamve,stuartnelson3,SuperQ,mxinden,SuperQ","Robust Perception,SoundCloud,Red Hat,Prometheus Consulting,Independent,DigitalOcean,Robert Koch-institut,IPB",8,2864,43.0030030030030030,"brian-brazil,fabxc,beorn7,grobie,juliusv,stuartnelson3,SuperQ,SuperQ,sdurrheimer,Gouthamve","Robust Perception,Red Hat,SoundCloud,Prometheus Consulting,DigitalOcean,Robert Koch-institut,IPB,Netapsys Grand,Independent",9,4342,57.2370155549696810,"brian-brazil,grobie,beorn7,fabxc,juliusv,stuartnelson3,brancz,mdlayher,SuperQ,Gouthamve","Robust Perception,SoundCloud,Red Hat,Prometheus Consulting,DigitalOcean,Robert Koch-institut,Independent",7,6420,69.0248360391355768,"brian-brazil,beorn7,fabxc,grobie,juliusv,SuperQ,brancz,SuperQ,krasi-georgiev,stuartnelson3","Robust Perception,SoundCloud,Red Hat,Prometheus Consulting,Robert Koch-institut,IPB,DigitalOcean",7,14775,51.2007485185570226
1001,2014-01-06T00:00:00Z,2015-01-26T14:54:01Z,start - v0.10.0,385,1002,630,122,250,412,495,19,9,13,14,8,19,10,5,7,8,5,10,2.602597402597403,1.6363636363636365,0.3168831168831169,0.6493506493506493,1.07012987012987,1.2857142857142858,"juliusv,u-c-l,stuartnelson3,prometheus-roobot,beorn7,brian-brazil,grobie,discordianfish,jmyounker,swsnider","SoundCloud,Boxever,groom gbr,imgix,SavingGlobal,Apple",6,990,98.8023952095808383,"juliusv,u-c-l,prometheus-roobot,stuartnelson3,beorn7,brian-brazil,discordianfish,grobie,jmyounker","SoundCloud,Boxever,imgix,groom gbr,SavingGlobal",5,630,100.0000000000000000,"juliusv,grobie,stuartnelson3,brian-brazil,beorn7,discordianfish,swsnider,bernerdschaefer,u-c-l,hermie314","SoundCloud,groom gbr,Boxever,imgix,Apple,thoughtbot",6,119,97.5409836065573770,"juliusv,beorn7,brian-brazil,stuartnelson3,u-c-l,discordianfish,grobie,jmyounker,peterbourgon,ddfreyne","SoundCloud,Boxever,imgix,groom gbr,SavingGlobal,✕✕✕✕✕",6,246,98.4000000000000000,"juliusv,brian-brazil,stuartnelson3,grobie,beorn7,u-c-l,typingduck,discordianfish","SoundCloud,Boxever,groom gbr,WATTx,imgix",5,412,100.0000000000000000,"juliusv,brian-brazil,stuartnelson3,grobie,beorn7,discordianfish,u-c-l,matttproud,typingduck,peterbourgon","SoundCloud,Boxever,groom gbr,imgix,Google,WATTx,✕✕✕✕✕",7,474,95.7575757575757576
1002,2015-01-26T14:54:01Z,2016-06-15T15:52:52Z,v0.10.0 - v0.20.0,506,12202,5464,2281,4457,5650,12765,659,12,394,397,142,630,202,10,102,176,75,179,24.114624505928855,10.798418972332016,4.507905138339921,8.808300395256918,11.16600790513834,25.227272727272727,"fabxc,juliusv,beorn7,brian-brazil,grobie,SuperQ,stuartnelson3,brian-brazil,fabxc,juliusv","SoundCloud,Robust Perception,groom gbr,Robert Koch-institut,Boxever,Red Hat,Prometheus Consulting",7,9768,80.0524504179642682,"fabxc,juliusv,grobie,beorn7,brian-brazil,SuperQ,stuartnelson3,brian-brazil,fabxc,juliusv","SoundCloud,groom gbr,Robust Perception,Robert Koch-institut,Boxever,Red Hat,Prometheus Consulting",7,5245,95.9919472913616398,"brian-brazil,beorn7,juliusv,grobie,fabxc,RichiH,SuperQ,fabxc,hryamzik,stuartnelson3","Robust Perception,SoundCloud,groom gbr,Debian,Robert Koch-institut,Red Hat",6,1211,53.0907496711968435,"juliusv,fabxc,brian-brazil,beorn7,grobie,brian-brazil,SuperQ,stuartnelson3,juliusv,fabxc","SoundCloud,Robust Perception,groom gbr,Boxever,Robert Koch-institut,Prometheus Consulting,Red Hat",7,3343,75.0056091541395558,"juliusv,brian-brazil,fabxc,beorn7,brian-brazil,grobie,juliusv,jimmidyson,stuartnelson3,sdurrheimer","SoundCloud,Robust Perception,Boxever,groom gbr,Prometheus Consulting,Red Hat,Netapsys Grand",7,4841,85.6814159292035398,"juliusv,brian-brazil,fabxc,beorn7,grobie,juliusv,brian-brazil,matthiasr,SuperQ,fabxc","SoundCloud,Robust Perception,groom gbr,Prometheus Consulting,Boxever,Robert Koch-institut,Red Hat",7,8925,69.9177438307873090
1003,2016-06-15T15:52:52Z,2016-07-18T14:19:29Z,v0.20.0 - v1.0.0,32,634,204,181,249,266,871,102,8,59,57,30,119,38,7,18,30,17,39,19.8125,6.375,5.65625,7.78125,8.3125,27.21875,"fabxc,brian-brazil,beorn7,juliusv,sdurrheimer,grobie,hryamzik,discordianfish,grobie,ShalomCohen","Red Hat,Robust Perception,SoundCloud,Prometheus Consulting,Netapsys Grand,imgix,groom gbr",7,484,76.3406940063091483,"fabxc,brian-brazil,beorn7,juliusv,grobie,sdurrheimer,grobie,discordianfish,stuartnelson3","Red Hat,Robust Perception,SoundCloud,Prometheus Consulting,Netapsys Grand,groom gbr,imgix",7,204,100.0000000000000000,"brian-brazil,fabxc,beorn7,hryamzik,zxwing,svenmueller,sdurrheimer,RichiH,TheTincho,piotrkowalczuk","Robust Perception,Red Hat,SoundCloud,Netapsys Grand,Debian",5,119,65.7458563535911602,"fabxc,brian-brazil,beorn7,juliusv,ShalomCohen,mattbostock,sdurrheimer,discordianfish,magnusr,alex","Red Hat,Robust Perception,SoundCloud,Prometheus Consulting,Cloudflare,Netapsys Grand,imgix,Rackspace",8,187,75.1004016064257028,"brian-brazil,beorn7,fabxc,juliusv,tbouvet,magnusr,jimmidyson,rhazdon,pydima,mattbostock","Robust Perception,SoundCloud,Red Hat,Prometheus Consulting,Raízen,grandcentrix,Cloudflare",7,224,84.2105263157894737,"brian-brazil,fabxc,beorn7,juliusv,matthiasr,sdurrheimer,zxwing,SuperQ,RichiH,mattbostock","Robust Perception,Red Hat,SoundCloud,Prometheus Consulting,Netapsys Grand,Robert Koch-institut,Debian,Cloudflare",8,623,71.5269804822043628
1004,2016-07-18T14:19:29Z,2016-09-03T19:01:04Z,v1.0.0 - v1.1.0,47,1283,494,343,446,746,1733,172,8,117,84,44,215,60,6,36,45,24,68,27.29787234042553,10.51063829787234,7.297872340425532,9.48936170212766,15.872340425531915,36.87234042553192,"fabxc,grobie,beorn7,juliusv,brian-brazil,sdurrheimer,stuartnelson3,SuperQ,svenmueller,brancz","Red Hat,SoundCloud,Prometheus Consulting,Robust Perception,Netapsys Grand,Robert Koch-institut",6,985,76.7731878409976617,"fabxc,grobie,beorn7,juliusv,brian-brazil,stuartnelson3,sdurrheimer,SuperQ","Red Hat,SoundCloud,Prometheus Consulting,Robust Perception,Netapsys Grand,Robert Koch-institut",6,494,100.0000000000000000,"beorn7,grobie,fabxc,brian-brazil,juliusv,SuperQ,svenmueller,mattbostock,ProfessorYang,jimmidyson","SoundCloud,Red Hat,Robust Perception,Prometheus Consulting,Robert Koch-institut,Cloudflare",6,181,52.7696793002915452,"fabxc,beorn7,brian-brazil,grobie,juliusv,sdurrheimer,SuperQ,stuartnelson3,brancz,roman-vynar","Red Hat,SoundCloud,Robust Perception,Prometheus Consulting,Netapsys Grand,Robert Koch-institut,Percona",7,326,73.0941704035874439,"brian-brazil,beorn7,grobie,fabxc,juliusv,brancz,stuartnelson3,stevvooe,leetcoder91,sdurrheimer","Robust Perception,SoundCloud,Red Hat,Prometheus Consulting,Docker,Netapsys Grand",6,684,91.6890080428954424,"brian-brazil,beorn7,fabxc,grobie,juliusv,SuperQ,sdurrheimer,jimmidyson,brancz,RichiH","Robust Perception,SoundCloud,Red Hat,Prometheus Consulting,Robert Koch-institut,Netapsys Grand,Debian",7,1192,68.7824581650317369
1005,2016-09-03T19:01:04Z,2016-10-07T12:50:26Z,v1.1.0 - v1.2.0,33,936,329,239,368,536,1353,139,7,87,73,34,165,50,6,26,37,21,51,28.363636363636363,9.969696969696969,7.242424242424242,11.151515151515152,16.242424242424242,41,"juliusv,fabxc,brian-brazil,grobie,beorn7,sdurrheimer,SuperQ,zxwing,mattbostock,brancz","Prometheus Consulting,Red Hat,Robust Perception,SoundCloud,Netapsys Grand,Robert Koch-institut,Cloudflare",7,709,75.7478632478632479,"juliusv,grobie,fabxc,sdurrheimer,brian-brazil,SuperQ,beorn7","Prometheus Consulting,SoundCloud,Red Hat,Netapsys Grand,Robust Perception,Robert Koch-institut",6,329,100.0000000000000000,"beorn7,brian-brazil,zxwing,fabxc,juliusv,grobie,RichiH,tcolgate,tesla747,mattbostock","SoundCloud,Robust Perception,Red Hat,Prometheus Consulting,Debian,Qubit,Cloudflare",7,125,52.3012552301255230,"juliusv,brian-brazil,fabxc,sdurrheimer,beorn7,grobie,SuperQ,brancz,mattbostock,cherti","Prometheus Consulting,Robust Perception,Red Hat,Netapsys Grand,SoundCloud,Robert Koch-institut,Cloudflare,Independent",8,267,72.5543478260869565,"brian-brazil,juliusv,fabxc,beorn7,grobie,brancz,tomwilkie,cherti,sdurrheimer,jimmidyson","Robust Perception,Prometheus Consulting,Red Hat,SoundCloud,Weaveworks,Independent,Netapsys Grand",7,472,88.0597014925373134,"brian-brazil,juliusv,beorn7,fabxc,grobie,SuperQ,RichiH,brancz,tcolgate,redbaron","Robust Perception,Prometheus Consulting,SoundCloud,Red Hat,Robert Koch-institut,Debian,Qubit,Telemetry.com",8,863,63.7841832963784183
1006,2016-10-07T12:50:26Z,2016-11-01T16:24:33Z,v1.2.0 - v1.3.0,25,600,209,143,248,246,747,102,8,63,55,27,143,41,6,24,29,16,56,24,8.36,5.72,9.92,9.84,29.88,"brian-brazil,beorn7,grobie,fabxc,gittex,stuartnelson3,SuperQ,juliusv,eliezio,sdurrheimer","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting,APPI Tecnologia,Netapsys Grand",7,463,77.1666666666666667,"brian-brazil,grobie,beorn7,fabxc,SuperQ,stuartnelson3,sdurrheimer,juliusv","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Netapsys Grand,Prometheus Consulting",6,209,100.0000000000000000,"brian-brazil,grobie,beorn7,fabxc,EdSchouten,elisiano,zybjcdl,yancl,juliusv,Mr-Right2","Robust Perception,SoundCloud,Red Hat,Kumina bv,Collective[i],Google,Prometheus Consulting",7,84,58.7412587412587413,"brian-brazil,beorn7,gittex,grobie,fabxc,eliezio,juliusv,stuartnelson3,icetrain,sdurrheimer","Robust Perception,SoundCloud,Red Hat,APPI Tecnologia,Prometheus Consulting,Netapsys Grand",6,185,74.5967741935483871,"brian-brazil,beorn7,juliusv,grobie,iggyzap,sdurrheimer,gittex,brancz,fabxc,stuartnelson3","Robust Perception,SoundCloud,Prometheus Consulting,Netapsys Grand,Red Hat",5,204,82.9268292682926829,"brian-brazil,beorn7,brancz,SuperQ,fabxc,grobie,juliusv,icetrain,gittex,stuartnelson3","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting",5,444,59.4377510040160643
1007,2016-11-01T16:24:33Z,2016-11-25T12:35:04Z,v1.3.0 - v1.4.0,23,584,184,194,206,239,842,108,7,77,46,20,121,33,5,23,22,12,35,25.391304347826086,8,8.434782608695652,8.956521739130435,10.391304347826088,36.608695652173914,"fabxc,beorn7,brian-brazil,SuperQ,juliusv,grobie,stuartnelson3,tomwilkie,EdSchouten,sudhirpandey","Red Hat,SoundCloud,Robust Perception,Robert Koch-institut,Prometheus Consulting,Weaveworks,Kumina bv",7,431,73.8013698630136986,"fabxc,beorn7,brian-brazil,SuperQ,grobie,juliusv,stuartnelson3","Red Hat,SoundCloud,Robust Perception,Robert Koch-institut,Prometheus Consulting",5,184,100.0000000000000000,"brian-brazil,beorn7,fabxc,SuperQ,sudhirpandey,tomwilkie,glensc,maratkalibek,TheTincho,changsijay","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Weaveworks,Debian",6,93,47.9381443298969072,"fabxc,beorn7,brian-brazil,SuperQ,juliusv,grobie,EdSchouten,mcdan,roman-vynar,stuartnelson3","Red Hat,SoundCloud,Robust Perception,Robert Koch-institut,Prometheus Consulting,Kumina bv,Adobe,Percona",8,163,79.1262135922330097,"brian-brazil,beorn7,fabxc,grobie,SuperQ,brancz,jimmidyson,stuartnelson3,carlpett,tcolgate","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Qubit",5,219,91.6317991631799163,"brian-brazil,beorn7,brancz,fabxc,SuperQ,jinhang,juliusv,grobie,tomwilkie,jimmidyson","Robust Perception,SoundCloud,Red Hat,Robert Koch-institut,Prometheus Consulting,Weaveworks",6,564,66.9833729216152019
1008,2016-11-25T12:35:04Z,2017-01-23T13:09:57Z,v1.4.0 - v1.5.0,59,1108,309,412,387,500,1858,224,10,165,89,43,275,53,7,35,37,22,64,18.779661016949152,5.237288135593221,6.983050847457627,6.559322033898305,8.474576271186441,31.491525423728813,"brian-brazil,discordianfish,fabxc,SuperQ,beorn7,grobie,juliusv,mdlayher,brancz,jinhang","Robust Perception,imgix,Red Hat,Robert Koch-institut,SoundCloud,Prometheus Consulting,DigitalOcean",7,712,64.2599277978339350,"brian-brazil,fabxc,SuperQ,discordianfish,beorn7,grobie,juliusv,stuartnelson3,sdurrheimer,brancz","Robust Perception,Red Hat,Robert Koch-institut,imgix,SoundCloud,Prometheus Consulting,Netapsys Grand",7,309,100.0000000000000000,"discordianfish,brian-brazil,SuperQ,beorn7,fabxc,jinhang,onorua,mdlayher,aparcar,grobie","imgix,Robust Perception,Robert Koch-institut,SoundCloud,Red Hat,AnchorFree,DigitalOcean",7,164,39.8058252427184466,"brian-brazil,discordianfish,fabxc,beorn7,SuperQ,juliusv,grobie,mdlayher,brancz,checketts","Robust Perception,imgix,Red Hat,SoundCloud,Robert Koch-institut,Prometheus Consulting,DigitalOcean",7,264,68.2170542635658915,"brian-brazil,discordianfish,beorn7,SuperQ,grobie,fabxc,brancz,juliusv,checketts,davidkarlsen","Robust Perception,imgix,SoundCloud,Robert Koch-institut,Red Hat,Prometheus Consulting,Evry ASA",7,393,78.6000000000000000,"brian-brazil,discordianfish,beorn7,SuperQ,fabxc,brancz,mdlayher,juliusv,grobie,onorua","Robust Perception,imgix,SoundCloud,Robert Koch-institut,Red Hat,DigitalOcean,Prometheus Consulting,AnchorFree",8,1093,58.8266953713670614
